Media Outlet,Ad Instance Date Time (EST),Ad Length,Net Cleared,P25-54 Imps +3 (Actual),CPM,Ad,Program,Program Genre,Feed,Market,Attributes,Ad Instance ID
DIRECTV SPORTS CLUSTER,7/3/2021 9:16,:30,0,,,Open Sesame 30,NBC SPORTS NETWORK,,Live,National,,33402876
DIRECTV SPORTS CLUSTER,7/3/2021 10:51,:30,0,,,Open Sesame 30,OUTDOOR CHANNEL,,Live,National,,33402877
DIRECTV SPORTS CLUSTER,7/3/2021 10:56,:30,0,,,Open Sesame 30,CBS SPORTS NETWORK,,Live,National,,33402877
DIRECTV SPORTS CLUSTER,7/3/2021 10:47,:30,0,,,Open Sesame 30,GOLF CHANNEL,,Live,National,,33402877
DIRECTV SPORTS CLUSTER,7/3/2021 10:46,:30,0,,,Open Sesame 30,NHL NETWORK,,Live,National,,33402877
DIRECTV SPORTS CLUSTER,7/3/2021 10:40,:30,0,,,Open Sesame 30,TVG NETWORK,,Live,National,,33402877
DIRECTV SPORTS CLUSTER,7/3/2021 10:52,:30,0,,,Open Sesame 30,THE TENNIS CHANNEL,,Live,National,,33402877
DIRECTV SPORTS CLUSTER,7/3/2021 10:28,:30,0,,,Open Sesame 30,BIG 10 NETWORK,,Live,National,,33402877
DIRECTV SPORTS CLUSTER,7/3/2021 10:43,:30,0,,,Open Sesame 30,LONGHORN NETWORK,,Live,National,,33402877
DIRECTV SPORTS CLUSTER,7/5/2021 17:56,:30,0,,,Open Sesame 30,FOX SPORTS 1,,Live,National,,33406727
DIRECTV SPORTS CLUSTER,7/5/2021 17:46,:30,0,,,Open Sesame 30,FOX SPORTS 2,,Live,National,,33406727
DIRECTV SPORTS CLUSTER,7/5/2021 17:51,:30,0,,,Open Sesame 30,MLB NETWORK,,Live,National,,33406727
DIRECTV SPORTS CLUSTER,7/5/2021 17:44,:30,0,,,Open Sesame 30,NBA TV,,Live,National,,33406727
DIRECTV SPORTS CLUSTER,7/5/2021 17:37,:30,0,,,Open Sesame 30,NFL NETWORK,,Live,National,,33406727
DIRECTV SPORTS CLUSTER,7/5/2021 18:02,:30,0,,,Open Sesame 30,SEC NETWORK,,Live,National,,33406727
DIRECTV SPORTS CLUSTER,7/5/2021 18:05,:30,0,,,Open Sesame 30,ESPN,,Live,National,,33406727
DIRECTV SPORTS CLUSTER,7/5/2021 17:27,:30,0,,,Open Sesame 30,ESPN 2,,Live,National,,33406727
DIRECTV SPORTS CLUSTER,7/5/2021 17:31,:30,0,,,Open Sesame 30,ESPNEWS,,Live,National,,33406727
DIRECTV SPORTS CLUSTER,7/5/2021 18:04,:30,0,,,Open Sesame 30,NBC SPORTS NETWORK,,Live,National,,33406727
DIRECTV SPORTS CLUSTER,7/5/2021 17:53,:30,0,,,Open Sesame 30,OUTDOOR CHANNEL,,Live,National,,33406727
DIRECTV SPORTS CLUSTER,7/5/2021 17:10,:30,0,,,Open Sesame 30,CBS SPORTS NETWORK,,Live,National,,33406727
DIRECTV SPORTS CLUSTER,7/5/2021 17:44,:30,0,,,Open Sesame 30,GOLF CHANNEL,,Live,National,,33406727
DIRECTV SPORTS CLUSTER,7/5/2021 17:43,:30,0,,,Open Sesame 30,NHL NETWORK,,Live,National,,33406727
DIRECTV SPORTS CLUSTER,7/5/2021 17:47,:30,0,,,Open Sesame 30,THE TENNIS CHANNEL,,Live,National,,33406727
DIRECTV SPORTS CLUSTER,7/5/2021 17:36,:30,0,,,Open Sesame 30,ESPN U,,Live,National,,33406727
DIRECTV SPORTS CLUSTER,7/5/2021 18:01,:30,0,,,Open Sesame 30,BIG 10 NETWORK,,Live,National,,33406727
DIRECTV SPORTS CLUSTER,7/5/2021 17:30,:30,0,,,Open Sesame 30,LONGHORN NETWORK,,Live,National,,33406727
DIRECTV SPORTS CLUSTER,7/7/2021 23:59,:30,0,,,How Does Your Credit Grow 30,FOX SPORTS 1,,Live,National,,33429631
DIRECTV SPORTS CLUSTER,7/7/2021 23:59,:30,0,,,How Does Your Credit Grow 30,FOX SPORTS 2,,Live,National,,33429631
DIRECTV SPORTS CLUSTER,7/7/2021 23:17,:30,0,,,How Does Your Credit Grow 30,NBA TV,,Live,National,,33429631
DIRECTV SPORTS CLUSTER,7/7/2021 23:47,:30,0,,,How Does Your Credit Grow 30,NFL NETWORK,,Live,National,,33429631
DIRECTV SPORTS CLUSTER,7/7/2021 23:28,:30,0,,,How Does Your Credit Grow 30,SEC NETWORK,,Live,National,,33429631
DIRECTV SPORTS CLUSTER,7/7/2021 23:46,:30,0,,,How Does Your Credit Grow 30,ESPN 2,,Live,National,,33429631
DIRECTV SPORTS CLUSTER,7/7/2021 23:53,:30,0,,,How Does Your Credit Grow 30,ESPNEWS,,Live,National,,33429631
DIRECTV SPORTS CLUSTER,7/7/2021 23:54,:30,0,,,How Does Your Credit Grow 30,OUTDOOR CHANNEL,,Live,National,,33429631
DIRECTV SPORTS CLUSTER,7/7/2021 23:44,:30,0,,,How Does Your Credit Grow 30,CBS SPORTS NETWORK,,Live,National,,33429631
DIRECTV SPORTS CLUSTER,7/7/2021 23:44,:30,0,,,How Does Your Credit Grow 30,GOLF CHANNEL,,Live,National,,33429631
DIRECTV SPORTS CLUSTER,7/7/2021 23:35,:30,0,,,How Does Your Credit Grow 30,ESPN U,,Live,National,,33429631
DIRECTV SPORTS CLUSTER,7/7/2021 23:47,:30,0,,,How Does Your Credit Grow 30,BIG 10 NETWORK,,Live,National,,33429631
DIRECTV SPORTS CLUSTER,7/9/2021 19:40,:30,0,,,Open Sesame 30,FOX SPORTS 1,,Live,National,,33458087
DIRECTV SPORTS CLUSTER,7/9/2021 19:49,:30,0,,,Open Sesame 30,FOX SPORTS 2,,Live,National,,33458087
DIRECTV SPORTS CLUSTER,7/9/2021 19:40,:30,0,,,Open Sesame 30,NBA TV,,Live,National,,33458087
DIRECTV SPORTS CLUSTER,7/9/2021 19:44,:30,0,,,Open Sesame 30,NFL NETWORK,,Live,National,,33458087
DIRECTV SPORTS CLUSTER,7/9/2021 19:51,:30,0,,,Open Sesame 30,SEC NETWORK,,Live,National,,33458087
DIRECTV SPORTS CLUSTER,7/9/2021 19:45,:30,0,,,Open Sesame 30,ESPN,,Live,National,,33458087
DIRECTV SPORTS CLUSTER,7/9/2021 19:18,:30,0,,,Open Sesame 30,ESPN 2,,Live,National,,33458087
DIRECTV SPORTS CLUSTER,7/9/2021 19:54,:30,0,,,Open Sesame 30,ESPNEWS,,Live,National,,33458087
DIRECTV SPORTS CLUSTER,7/9/2021 19:47,:30,0,,,Open Sesame 30,NBC SPORTS NETWORK,,Live,National,,33458087
DIRECTV SPORTS CLUSTER,7/9/2021 19:47,:30,0,,,Open Sesame 30,OUTDOOR CHANNEL,,Live,National,,33458087
DIRECTV SPORTS CLUSTER,7/9/2021 19:52,:30,0,,,Open Sesame 30,CBS SPORTS NETWORK,,Live,National,,33458087
DIRECTV SPORTS CLUSTER,7/9/2021 19:43,:30,0,,,Open Sesame 30,NHL NETWORK,,Live,National,,33458087
DIRECTV SPORTS CLUSTER,7/9/2021 19:53,:30,0,,,Open Sesame 30,TVG NETWORK,,Live,National,,33458087
DIRECTV SPORTS CLUSTER,7/9/2021 19:51,:30,0,,,Open Sesame 30,ESPN U,,Live,National,,33458087
DIRECTV SPORTS CLUSTER,7/9/2021 19:42,:30,0,,,Open Sesame 30,BIG 10 NETWORK,,Live,National,,33458087
DIRECTV SPORTS CLUSTER,7/9/2021 19:41,:30,0,,,Open Sesame 30,LONGHORN NETWORK,,Live,National,,33458087
DIRECTV SPORTS CLUSTER,7/10/2021 15:40,:30,0,,,Open Sesame 30,FOX SPORTS 1,,Live,National,,33458089
DIRECTV SPORTS CLUSTER,7/10/2021 15:43,:30,0,,,Open Sesame 30,FOX SPORTS 2,,Live,National,,33458089
DIRECTV SPORTS CLUSTER,7/10/2021 16:00,:30,0,,,Open Sesame 30,MLB NETWORK,,Live,National,,33458089
DIRECTV SPORTS CLUSTER,7/10/2021 15:44,:30,0,,,Open Sesame 30,NBA TV,,Live,National,,33458089
DIRECTV SPORTS CLUSTER,7/10/2021 15:57,:30,0,,,Open Sesame 30,NFL NETWORK,,Live,National,,33458089
DIRECTV SPORTS CLUSTER,7/10/2021 15:39,:30,0,,,Open Sesame 30,SEC NETWORK,,Live,National,,33458089
DIRECTV SPORTS CLUSTER,7/10/2021 15:42,:30,0,,,Open Sesame 30,ESPN,,Live,National,,33458089
DIRECTV SPORTS CLUSTER,7/10/2021 15:43,:30,0,,,Open Sesame 30,ESPN 2,,Live,National,,33458089
DIRECTV SPORTS CLUSTER,7/10/2021 15:44,:30,0,,,Open Sesame 30,ESPNEWS,,Live,National,,33458089
DIRECTV SPORTS CLUSTER,7/10/2021 15:54,:30,0,,,Open Sesame 30,OUTDOOR CHANNEL,,Live,National,,33458089
DIRECTV SPORTS CLUSTER,7/10/2021 15:55,:30,0,,,Open Sesame 30,CBS SPORTS NETWORK,,Live,National,,33458089
DIRECTV SPORTS CLUSTER,7/10/2021 15:33,:30,0,,,Open Sesame 30,GOLF CHANNEL,,Live,National,,33458089
DIRECTV SPORTS CLUSTER,7/10/2021 15:46,:30,0,,,Open Sesame 30,NHL NETWORK,,Live,National,,33458089
DIRECTV SPORTS CLUSTER,7/10/2021 15:49,:30,0,,,Open Sesame 30,TVG NETWORK,,Live,National,,33458089
DIRECTV SPORTS CLUSTER,7/10/2021 15:34,:30,0,,,Open Sesame 30,THE TENNIS CHANNEL,,Live,National,,33458089
DIRECTV SPORTS CLUSTER,7/10/2021 15:29,:30,0,,,Open Sesame 30,ESPN U,,Live,National,,33458089
DIRECTV SPORTS CLUSTER,7/10/2021 15:45,:30,0,,,Open Sesame 30,BIG 10 NETWORK,,Live,National,,33458089
DIRECTV SPORTS CLUSTER,7/10/2021 15:41,:30,0,,,Open Sesame 30,LONGHORN NETWORK,,Live,National,,33458089
DIRECTV SPORTS CLUSTER,7/10/2021 22:33,:30,0,,,How Does Your Credit Grow 30,FOX SPORTS 1,,Live,National,,33458086
DIRECTV SPORTS CLUSTER,7/10/2021 22:46,:30,0,,,How Does Your Credit Grow 30,FOX SPORTS 2,,Live,National,,33458086
DIRECTV SPORTS CLUSTER,7/10/2021 22:53,:30,0,,,How Does Your Credit Grow 30,MLB NETWORK,,Live,National,,33458086
DIRECTV SPORTS CLUSTER,7/10/2021 22:45,:30,0,,,How Does Your Credit Grow 30,NBA TV,,Live,National,,33458086
DIRECTV SPORTS CLUSTER,7/10/2021 22:42,:30,0,,,How Does Your Credit Grow 30,NFL NETWORK,,Live,National,,33458086
DIRECTV SPORTS CLUSTER,7/10/2021 22:45,:30,0,,,How Does Your Credit Grow 30,SEC NETWORK,,Live,National,,33458086
DIRECTV SPORTS CLUSTER,7/10/2021 22:49,:30,0,,,How Does Your Credit Grow 30,ESPN,,Live,National,,33458086
DIRECTV SPORTS CLUSTER,7/10/2021 23:04,:30,0,,,How Does Your Credit Grow 30,ESPN 2,,Live,National,,33458086
DIRECTV SPORTS CLUSTER,7/10/2021 22:56,:30,0,,,How Does Your Credit Grow 30,ESPNEWS,,Live,National,,33458086
DIRECTV SPORTS CLUSTER,7/10/2021 22:41,:30,0,,,How Does Your Credit Grow 30,OUTDOOR CHANNEL,,Live,National,,33458086
DIRECTV SPORTS CLUSTER,7/10/2021 22:12,:30,0,,,How Does Your Credit Grow 30,CBS SPORTS NETWORK,,Live,National,,33458086
DIRECTV SPORTS CLUSTER,7/10/2021 22:44,:30,0,,,How Does Your Credit Grow 30,NHL NETWORK,,Live,National,,33458086
DIRECTV SPORTS CLUSTER,7/10/2021 22:27,:30,0,,,How Does Your Credit Grow 30,TVG NETWORK,,Live,National,,33458086
DIRECTV SPORTS CLUSTER,7/10/2021 22:50,:30,0,,,How Does Your Credit Grow 30,THE TENNIS CHANNEL,,Live,National,,33458086
DIRECTV SPORTS CLUSTER,7/10/2021 22:43,:30,0,,,How Does Your Credit Grow 30,ESPN U,,Live,National,,33458086
DIRECTV SPORTS CLUSTER,7/10/2021 22:43,:30,,,,How Does Your Credit Grow 30,BIG 10 NETWORK,,Live,National,,33458086
DIRECTV SPORTS CLUSTER,7/10/2021 22:52,:30,,,,How Does Your Credit Grow 30,LONGHORN NETWORK,,Live,National,,33458086
DIRECTV SPORTS CLUSTER,7/11/2021 15:50,:30,,,,How Does Your Credit Grow 30,FOX SPORTS 1,,Live,National,,33458088
DIRECTV SPORTS CLUSTER,7/11/2021 15:53,:30,,,,How Does Your Credit Grow 30,FOX SPORTS 2,,Live,National,,33458088
DIRECTV SPORTS CLUSTER,7/11/2021 15:39,:30,,,,How Does Your Credit Grow 30,MLB NETWORK,,Live,National,,33458088
DIRECTV SPORTS CLUSTER,7/11/2021 15:54,:30,,,,How Does Your Credit Grow 30,NBA TV,,Live,National,,33458088
DIRECTV SPORTS CLUSTER,7/11/2021 15:43,:30,,,,How Does Your Credit Grow 30,NFL NETWORK,,Live,National,,33458088
DIRECTV SPORTS CLUSTER,7/11/2021 15:30,:30,,,,How Does Your Credit Grow 30,SEC NETWORK,,Live,National,,33458088
DIRECTV SPORTS CLUSTER,7/11/2021 16:04,:30,,,,How Does Your Credit Grow 30,ESPN,,Live,National,,33458088
DIRECTV SPORTS CLUSTER,7/11/2021 15:44,:30,,,,How Does Your Credit Grow 30,ESPN 2,,Live,National,,33458088
DIRECTV SPORTS CLUSTER,7/11/2021 15:51,:30,,,,How Does Your Credit Grow 30,ESPNEWS,,Live,National,,33458088
DIRECTV SPORTS CLUSTER,7/11/2021 15:51,:30,,,,How Does Your Credit Grow 30,OUTDOOR CHANNEL,,Live,National,,33458088
DIRECTV SPORTS CLUSTER,7/11/2021 15:55,:30,,,,How Does Your Credit Grow 30,CBS SPORTS NETWORK,,Live,National,,33458088
DIRECTV SPORTS CLUSTER,7/11/2021 15:35,:30,,,,How Does Your Credit Grow 30,GOLF CHANNEL,,Live,National,,33458088
DIRECTV SPORTS CLUSTER,7/11/2021 15:54,:30,,,,How Does Your Credit Grow 30,NHL NETWORK,,Live,National,,33458088
DIRECTV SPORTS CLUSTER,7/11/2021 15:07,:30,,,,How Does Your Credit Grow 30,TVG NETWORK,,Live,National,,33458088
DIRECTV SPORTS CLUSTER,7/11/2021 16:35,:30,,,,How Does Your Credit Grow 30,THE TENNIS CHANNEL,,Live,National,,33458088
DIRECTV SPORTS CLUSTER,7/11/2021 15:38,:30,,,,How Does Your Credit Grow 30,ESPN U,,Live,National,,33458088
DIRECTV SPORTS CLUSTER,7/11/2021 15:41,:30,,,,How Does Your Credit Grow 30,BIG 10 NETWORK,,Live,National,,33458088
DIRECTV SPORTS CLUSTER,7/11/2021 15:46,:30,,,,How Does Your Credit Grow 30,LONGHORN NETWORK,,Live,National,,33458088
DIRECTV SPORTS CLUSTER,7/13/2021 0:57,:30,,,,How Does Your Credit Grow 30,FOX SPORTS 1,,Live,National,,33477218
DIRECTV SPORTS CLUSTER,7/13/2021 0:39,:30,,,,How Does Your Credit Grow 30,FOX SPORTS 2,,Live,National,,33477218
DIRECTV SPORTS CLUSTER,7/13/2021 0:52,:30,,,,How Does Your Credit Grow 30,MLB NETWORK,,Live,National,,33477218
DIRECTV SPORTS CLUSTER,7/13/2021 0:46,:30,,,,How Does Your Credit Grow 30,NBA TV,,Live,National,,33477218
DIRECTV SPORTS CLUSTER,7/13/2021 0:47,:30,,,,How Does Your Credit Grow 30,NFL NETWORK,,Live,National,,33477218
DIRECTV SPORTS CLUSTER,7/13/2021 0:58,:30,,,,How Does Your Credit Grow 30,SEC NETWORK,,Live,National,,33477218
DIRECTV SPORTS CLUSTER,7/13/2021 0:31,:30,,,,How Does Your Credit Grow 30,ESPN,,Live,National,,33477218
DIRECTV SPORTS CLUSTER,7/13/2021 0:54,:30,,,,How Does Your Credit Grow 30,ESPNEWS,,Live,National,,33477218
DIRECTV SPORTS CLUSTER,7/13/2021 0:23,:30,,,,How Does Your Credit Grow 30,NBC SPORTS NETWORK,,Live,National,,33477218
DIRECTV SPORTS CLUSTER,7/13/2021 0:44,:30,,,,How Does Your Credit Grow 30,OUTDOOR CHANNEL,,Live,National,,33477218
DIRECTV SPORTS CLUSTER,7/13/2021 0:48,:30,,,,How Does Your Credit Grow 30,GOLF CHANNEL,,Live,National,,33477218
DIRECTV SPORTS CLUSTER,7/13/2021 0:44,:30,,,,How Does Your Credit Grow 30,NHL NETWORK,,Live,National,,33477218
DIRECTV SPORTS CLUSTER,7/13/2021 0:59,:30,,,,How Does Your Credit Grow 30,TVG NETWORK,,Live,National,,33477218
DIRECTV SPORTS CLUSTER,7/13/2021 0:48,:30,,,,How Does Your Credit Grow 30,THE TENNIS CHANNEL,,Live,National,,33477218
DIRECTV SPORTS CLUSTER,7/13/2021 0:54,:30,,,,How Does Your Credit Grow 30,ESPN U,,Live,National,,33477218
DIRECTV SPORTS CLUSTER,7/13/2021 0:46,:30,,,,How Does Your Credit Grow 30,BIG 10 NETWORK,,Live,National,,33477218
DIRECTV SPORTS CLUSTER,7/13/2021 0:49,:30,,,,How Does Your Credit Grow 30,LONGHORN NETWORK,,Live,National,,33477218
DIRECTV SPORTS CLUSTER,7/12/2021 19:20,:30,,,,Open Sesame 30,FOX SPORTS 1,,Live,National,,33469188
DIRECTV SPORTS CLUSTER,7/12/2021 18:47,:30,,,,Open Sesame 30,FOX SPORTS 2,,Live,National,,33469188
DIRECTV SPORTS CLUSTER,7/12/2021 18:49,:30,,,,Open Sesame 30,MLB NETWORK,,Live,National,,33469188
DIRECTV SPORTS CLUSTER,7/12/2021 18:42,:30,,,,Open Sesame 30,NFL NETWORK,,Live,National,,33469188
DIRECTV SPORTS CLUSTER,7/12/2021 18:46,:30,,,,Open Sesame 30,SEC NETWORK,,Live,National,,33469188
DIRECTV SPORTS CLUSTER,7/12/2021 18:44,:30,,,,Open Sesame 30,ESPN,,Live,National,,33469188
DIRECTV SPORTS CLUSTER,7/12/2021 18:43,:30,,,,Open Sesame 30,ESPN 2,,Live,National,,33469188
DIRECTV SPORTS CLUSTER,7/12/2021 18:55,:30,,,,Open Sesame 30,ESPNEWS,,Live,National,,33469188
DIRECTV SPORTS CLUSTER,7/12/2021 18:38,:30,,,,Open Sesame 30,NBC SPORTS NETWORK,,Live,National,,33469188
DIRECTV SPORTS CLUSTER,7/12/2021 18:53,:30,,,,Open Sesame 30,OUTDOOR CHANNEL,,Live,National,,33469188
DIRECTV SPORTS CLUSTER,7/12/2021 18:47,:30,,,,Open Sesame 30,CBS SPORTS NETWORK,,Live,National,,33469188
DIRECTV SPORTS CLUSTER,7/12/2021 18:38,:30,,,,Open Sesame 30,GOLF CHANNEL,,Live,National,,33469188
DIRECTV SPORTS CLUSTER,7/12/2021 18:53,:30,,,,Open Sesame 30,NHL NETWORK,,Live,National,,33469188
DIRECTV SPORTS CLUSTER,7/12/2021 18:38,:30,,,,Open Sesame 30,TVG NETWORK,,Live,National,,33469188
DIRECTV SPORTS CLUSTER,7/12/2021 18:46,:30,,,,Open Sesame 30,THE TENNIS CHANNEL,,Live,National,,33469188
DIRECTV SPORTS CLUSTER,7/12/2021 18:45,:30,,,,Open Sesame 30,ESPN U,,Live,National,,33469188
DIRECTV SPORTS CLUSTER,7/12/2021 18:50,:30,,,,Open Sesame 30,BIG 10 NETWORK,,Live,National,,33469188
DIRECTV SPORTS CLUSTER,7/12/2021 18:58,:30,,,,Open Sesame 30,LONGHORN NETWORK,,Live,National,,33469188
DIRECTV SPORTS CLUSTER,7/16/2021 1:24,:30,,,,How Does Your Credit Grow 30,FOX SPORTS 1,,Live,National,,33518200
DIRECTV SPORTS CLUSTER,7/16/2021 0:51,:30,,,,How Does Your Credit Grow 30,MLB NETWORK,,Live,National,,33518200
DIRECTV SPORTS CLUSTER,7/16/2021 0:52,:30,,,,How Does Your Credit Grow 30,NBA TV,,Live,National,,33518200
DIRECTV SPORTS CLUSTER,7/16/2021 0:46,:30,,,,How Does Your Credit Grow 30,NFL NETWORK,,Live,National,,33518200
DIRECTV SPORTS CLUSTER,7/16/2021 1:05,:30,,,,How Does Your Credit Grow 30,SEC NETWORK,,Live,National,,33518200
DIRECTV SPORTS CLUSTER,7/16/2021 0:48,:30,,,,How Does Your Credit Grow 30,ESPN,,Live,National,,33518200
DIRECTV SPORTS CLUSTER,7/16/2021 0:47,:30,,,,How Does Your Credit Grow 30,ESPN 2,,Live,National,,33518200
DIRECTV SPORTS CLUSTER,7/16/2021 0:40,:30,,,,How Does Your Credit Grow 30,ESPNEWS,,Live,National,,33518200
DIRECTV SPORTS CLUSTER,7/16/2021 0:34,:30,,,,How Does Your Credit Grow 30,NBC SPORTS NETWORK,,Live,National,,33518200
DIRECTV SPORTS CLUSTER,7/16/2021 0:51,:30,,,,How Does Your Credit Grow 30,OUTDOOR CHANNEL,,Live,National,,33518200
DIRECTV SPORTS CLUSTER,7/16/2021 0:51,:30,,,,How Does Your Credit Grow 30,CBS SPORTS NETWORK,,Live,National,,33518200
DIRECTV SPORTS CLUSTER,7/16/2021 0:53,:30,,,,How Does Your Credit Grow 30,NHL NETWORK,,Live,National,,33518200
DIRECTV SPORTS CLUSTER,7/16/2021 0:49,:30,,,,How Does Your Credit Grow 30,TVG NETWORK,,Live,National,,33518200
DIRECTV SPORTS CLUSTER,7/16/2021 0:47,:30,,,,How Does Your Credit Grow 30,THE TENNIS CHANNEL,,Live,National,,33518200
DIRECTV SPORTS CLUSTER,7/16/2021 0:56,:30,,,,How Does Your Credit Grow 30,ESPN U,,Live,National,,33518200
DIRECTV SPORTS CLUSTER,7/16/2021 0:52,:30,,,,How Does Your Credit Grow 30,BIG 10 NETWORK,,Live,National,,33518200
DIRECTV SPORTS CLUSTER,7/16/2021 0:49,:30,,,,How Does Your Credit Grow 30,LONGHORN NETWORK,,Live,National,,33518200
DIRECTV SPORTS CLUSTER,7/15/2021 18:49,:30,,,,Open Sesame 30,FOX SPORTS 1,,Live,National,,33498706
DIRECTV SPORTS CLUSTER,7/15/2021 18:48,:30,,,,Open Sesame 30,FOX SPORTS 2,,Live,National,,33498706
DIRECTV SPORTS CLUSTER,7/15/2021 18:50,:30,,,,Open Sesame 30,MLB NETWORK,,Live,National,,33498706
DIRECTV SPORTS CLUSTER,7/15/2021 18:49,:30,,,,Open Sesame 30,NBA TV,,Live,National,,33498706
DIRECTV SPORTS CLUSTER,7/15/2021 18:36,:30,,,,Open Sesame 30,NFL NETWORK,,Live,National,,33498706
DIRECTV SPORTS CLUSTER,7/15/2021 18:43,:30,,,,Open Sesame 30,SEC NETWORK,,Live,National,,33498706
DIRECTV SPORTS CLUSTER,7/15/2021 18:58,:30,,,,Open Sesame 30,ESPN,,Live,National,,33498706
DIRECTV SPORTS CLUSTER,7/15/2021 18:57,:30,,,,Open Sesame 30,ESPN 2,,Live,National,,33498706
DIRECTV SPORTS CLUSTER,7/15/2021 18:53,:30,,,,Open Sesame 30,ESPNEWS,,Live,National,,33498706
DIRECTV SPORTS CLUSTER,7/15/2021 18:45,:30,,,,Open Sesame 30,NBC SPORTS NETWORK,,Live,National,,33498706
DIRECTV SPORTS CLUSTER,7/15/2021 18:48,:30,,,,Open Sesame 30,OUTDOOR CHANNEL,,Live,National,,33498706
DIRECTV SPORTS CLUSTER,7/15/2021 18:45,:30,,,,Open Sesame 30,CBS SPORTS NETWORK,,Live,National,,33498706
DIRECTV SPORTS CLUSTER,7/15/2021 18:48,:30,,,,Open Sesame 30,NHL NETWORK,,Live,National,,33498706
DIRECTV SPORTS CLUSTER,7/15/2021 18:57,:30,,,,Open Sesame 30,TVG NETWORK,,Live,National,,33498706
DIRECTV SPORTS CLUSTER,7/15/2021 18:41,:30,,,,Open Sesame 30,THE TENNIS CHANNEL,,Live,National,,33498706
DIRECTV SPORTS CLUSTER,7/15/2021 18:50,:30,,,,Open Sesame 30,ESPN U,,Live,National,,33498706
DIRECTV SPORTS CLUSTER,7/15/2021 18:39,:30,,,,Open Sesame 30,BIG 10 NETWORK,,Live,National,,33498706
DIRECTV SPORTS CLUSTER,7/15/2021 18:46,:30,,,,Open Sesame 30,LONGHORN NETWORK,,Live,National,,33498706
DIRECTV SPORTS CLUSTER,7/17/2021 9:02,:30,,,,Open Sesame 30,FOX SPORTS 1,,Live,National,,33518202
DIRECTV SPORTS CLUSTER,7/17/2021 8:51,:30,,,,Open Sesame 30,FOX SPORTS 2,,Live,National,,33518202
DIRECTV SPORTS CLUSTER,7/17/2021 8:49,:30,,,,Open Sesame 30,MLB NETWORK,,Live,National,,33518202
DIRECTV SPORTS CLUSTER,7/17/2021 8:43,:30,,,,Open Sesame 30,NBA TV,,Live,National,,33518202
DIRECTV SPORTS CLUSTER,7/17/2021 8:48,:30,,,,Open Sesame 30,NFL NETWORK,,Live,National,,33518202
DIRECTV SPORTS CLUSTER,7/17/2021 8:46,:30,,,,Open Sesame 30,SEC NETWORK,,Live,National,,33518202
DIRECTV SPORTS CLUSTER,7/17/2021 8:44,:30,,,,Open Sesame 30,ESPN,,Live,National,,33518202
DIRECTV SPORTS CLUSTER,7/17/2021 8:47,:30,,,,Open Sesame 30,ESPN 2,,Live,National,,33518202
DIRECTV SPORTS CLUSTER,7/17/2021 8:37,:30,,,,Open Sesame 30,ESPNEWS,,Live,National,,33518202
DIRECTV SPORTS CLUSTER,7/17/2021 8:25,:30,,,,Open Sesame 30,NBC SPORTS NETWORK,,Live,National,,33518202
DIRECTV SPORTS CLUSTER,7/17/2021 8:53,:30,,,,Open Sesame 30,OUTDOOR CHANNEL,,Live,National,,33518202
DIRECTV SPORTS CLUSTER,7/17/2021 8:52,:30,,,,Open Sesame 30,GOLF CHANNEL,,Live,National,,33518202
DIRECTV SPORTS CLUSTER,7/17/2021 8:41,:30,,,,Open Sesame 30,NHL NETWORK,,Live,National,,33518202
DIRECTV SPORTS CLUSTER,7/17/2021 8:32,:30,,,,Open Sesame 30,TVG NETWORK,,Live,National,,33518202
DIRECTV SPORTS CLUSTER,7/17/2021 8:33,:30,,,,Open Sesame 30,THE TENNIS CHANNEL,,Live,National,,33518202
DIRECTV SPORTS CLUSTER,7/17/2021 8:39,:30,,,,Open Sesame 30,ESPN U,,Live,National,,33518202
DIRECTV SPORTS CLUSTER,7/17/2021 8:55,:30,,,,Open Sesame 30,BIG 10 NETWORK,,Live,National,,33518202
DIRECTV SPORTS CLUSTER,7/17/2021 8:42,:30,,,,Open Sesame 30,LONGHORN NETWORK,,Live,National,,33518202
DIRECTV SPORTS CLUSTER,7/17/2021 10:10,:30,,,,How Does Your Credit Grow 30,FOX SPORTS 1,,Live,National,,33518201
DIRECTV SPORTS CLUSTER,7/17/2021 9:42,:30,,,,How Does Your Credit Grow 30,FOX SPORTS 2,,Live,National,,33518201
DIRECTV SPORTS CLUSTER,7/17/2021 9:48,:30,,,,How Does Your Credit Grow 30,MLB NETWORK,,Live,National,,33518201
DIRECTV SPORTS CLUSTER,7/17/2021 9:43,:30,,,,How Does Your Credit Grow 30,NBA TV,,Live,National,,33518201
DIRECTV SPORTS CLUSTER,7/17/2021 9:47,:30,,,,How Does Your Credit Grow 30,NFL NETWORK,,Live,National,,33518201
DIRECTV SPORTS CLUSTER,7/17/2021 9:48,:30,,,,How Does Your Credit Grow 30,SEC NETWORK,,Live,National,,33518201
DIRECTV SPORTS CLUSTER,7/17/2021 9:50,:30,,,,How Does Your Credit Grow 30,ESPN,,Live,National,,33518201
DIRECTV SPORTS CLUSTER,7/17/2021 9:43,:30,,,,How Does Your Credit Grow 30,ESPN 2,,Live,National,,33518201
DIRECTV SPORTS CLUSTER,7/17/2021 9:55,:30,,,,How Does Your Credit Grow 30,ESPNEWS,,Live,National,,33518201
